REAL1;RESULTADO;2.8421709430404007E-12;TEMPO;172;REPETICAO;1
REAL2;RESULTADO;8.071765478234738E-12;TEMPO;141;REPETICAO;1
REAL1;RESULTADO;7.958078640513122E-13;TEMPO;172;REPETICAO;2
REAL2;RESULTADO;8.640199666842818E-12;TEMPO;109;REPETICAO;2
REAL1;RESULTADO;0.0;TEMPO;94;REPETICAO;3
REAL2;RESULTADO;2.2737367544323206E-13;TEMPO;94;REPETICAO;3
REAL2;RESULTADO;6.821210263296962E-13;TEMPO;78;REPETICAO;4
REAL1;RESULTADO;2.034994395216927E-11;TEMPO;62;REPETICAO;4
REAL2;RESULTADO;3.842615114990622E-11;TEMPO;79;REPETICAO;5
REAL1;RESULTADO;2.2737367544323206E-12;TEMPO;62;REPETICAO;5
REAL1;RESULTADO;1.0311396181350574E-10;TEMPO;78;REPETICAO;6
REAL2;RESULTADO;9.094947017729282E-13;TEMPO;78;REPETICAO;6
REAL2;RESULTADO;4.888534022029489E-12;TEMPO;78;REPETICAO;7
REAL1;RESULTADO;1.5916157281026244E-12;TEMPO;63;REPETICAO;7
REAL2;RESULTADO;6.821210263296962E-13;TEMPO;62;REPETICAO;8
REAL1;RESULTADO;1.3642420526593924E-12;TEMPO;63;REPETICAO;8
REAL2;RESULTADO;1.1368683772161603E-12;TEMPO;62;REPETICAO;9
REAL1;RESULTADO;1.1368683772161603E-12;TEMPO;63;REPETICAO;9
REAL1;RESULTADO;1.9667822925839573E-11;TEMPO;62;REPETICAO;10
REAL2;RESULTADO;9.43600753089413E-12;TEMPO;63;REPETICAO;10
REAL2;RESULTADO;2.6147972675971687E-12;TEMPO;62;REPETICAO;11
REAL1;RESULTADO;6.821210263296962E-12;TEMPO;63;REPETICAO;11
REAL1;RESULTADO;1.9326762412674725E-12;TEMPO;62;REPETICAO;12
REAL2;RESULTADO;3.296918293926865E-12;TEMPO;79;REPETICAO;12
REAL2;RESULTADO;1.1368683772161603E-11;TEMPO;62;REPETICAO;13
REAL1;RESULTADO;2.490878614480607E-10;TEMPO;47;REPETICAO;13
REAL2;RESULTADO;5.684341886080801E-13;TEMPO;63;REPETICAO;14
REAL1;RESULTADO;1.1368683772161603E-13;TEMPO;46;REPETICAO;14
REAL2;RESULTADO;9.094947017729282E-13;TEMPO;63;REPETICAO;15
REAL1;RESULTADO;1.4779288903810084E-12;TEMPO;47;REPETICAO;15
REAL2;RESULTADO;1.1368683772161603E-12;TEMPO;62;REPETICAO;16
REAL1;RESULTADO;2.5579538487363607E-11;TEMPO;47;REPETICAO;16
REAL2;RESULTADO;3.296918293926865E-12;TEMPO;63;REPETICAO;17
REAL1;RESULTADO;0.0;TEMPO;47;REPETICAO;17
REAL2;RESULTADO;0.0;TEMPO;62;REPETICAO;18
REAL1;RESULTADO;3.183231456205249E-12;TEMPO;47;REPETICAO;18
REAL2;RESULTADO;6.480149750132114E-12;TEMPO;47;REPETICAO;19
REAL1;RESULTADO;1.680291461525485E-10;TEMPO;62;REPETICAO;19
REAL2;RESULTADO;7.958078640513122E-12;TEMPO;63;REPETICAO;20
REAL1;RESULTADO;1.750777300912887E-11;TEMPO;47;REPETICAO;20
REAL1;RESULTADO;0.0;TEMPO;47;REPETICAO;21
REAL2;RESULTADO;2.830802259268239E-11;TEMPO;62;REPETICAO;21
REAL2;RESULTADO;9.208633855450898E-12;TEMPO;78;REPETICAO;22
REAL1;RESULTADO;3.410605131648481E-13;TEMPO;63;REPETICAO;22
REAL2;RESULTADO;1.6143530956469476E-11;TEMPO;62;REPETICAO;23
REAL1;RESULTADO;3.410605131648481E-12;TEMPO;47;REPETICAO;23
REAL2;RESULTADO;2.751221472863108E-11;TEMPO;63;REPETICAO;24
REAL1;RESULTADO;1.1368683772161603E-12;TEMPO;46;REPETICAO;24
REAL1;RESULTADO;2.1714186004828662E-11;TEMPO;47;REPETICAO;25
REAL2;RESULTADO;4.547473508864641E-12;TEMPO;63;REPETICAO;25
REAL1;RESULTADO;1.6825651982799172E-11;TEMPO;47;REPETICAO;26
REAL2;RESULTADO;4.433786671143025E-12;TEMPO;62;REPETICAO;26
REAL2;RESULTADO;1.8189894035458565E-12;TEMPO;63;REPETICAO;27
REAL1;RESULTADO;0.0;TEMPO;47;REPETICAO;27
REAL2;RESULTADO;2.8421709430404007E-12;TEMPO;62;REPETICAO;28
REAL1;RESULTADO;4.217781679471955E-11;TEMPO;47;REPETICAO;28
REAL2;RESULTADO;1.0311396181350574E-10;TEMPO;78;REPETICAO;29
REAL1;RESULTADO;0.0;TEMPO;94;REPETICAO;29
REAL1;RESULTADO;4.638422979041934E-11;TEMPO;47;REPETICAO;30
REAL2;RESULTADO;1.0118128557223827E-11;TEMPO;94;REPETICAO;30
