REAL2;RESULTADO;1379.471576090926;TEMPO;5483;REPETICAO;1
REAL1;RESULTADO;1364.7582572514777;TEMPO;1735;REPETICAO;1
REAL1;RESULTADO;1426.8500671757006;TEMPO;1718;REPETICAO;2
REAL2;RESULTADO;1408.9521713930963;TEMPO;3626;REPETICAO;2
REAL1;RESULTADO;1394.3574355591593;TEMPO;1859;REPETICAO;3
REAL2;RESULTADO;1380.557748777778;TEMPO;3828;REPETICAO;3
REAL1;RESULTADO;1371.1317747733056;TEMPO;1813;REPETICAO;4
REAL2;RESULTADO;1364.9613490050174;TEMPO;4649;REPETICAO;4
REAL2;RESULTADO;1352.9182626816705;TEMPO;5172;REPETICAO;5
REAL1;RESULTADO;1312.583888516954;TEMPO;2000;REPETICAO;5
REAL2;RESULTADO;1356.1642625040722;TEMPO;4100;REPETICAO;6
REAL1;RESULTADO;1443.6921050904964;TEMPO;1781;REPETICAO;6
REAL2;RESULTADO;1393.1375467160824;TEMPO;3828;REPETICAO;7
REAL1;RESULTADO;1412.1615277695141;TEMPO;2079;REPETICAO;7
REAL2;RESULTADO;1398.1075923695416;TEMPO;3906;REPETICAO;8
REAL1;RESULTADO;1432.99224687591;TEMPO;1844;REPETICAO;8
REAL1;RESULTADO;1412.4397725585388;TEMPO;1883;REPETICAO;9
REAL2;RESULTADO;1348.862793152536;TEMPO;3938;REPETICAO;9
REAL1;RESULTADO;1398.9673450743728;TEMPO;1844;REPETICAO;10
REAL2;RESULTADO;1380.588028027967;TEMPO;3426;REPETICAO;10
REAL2;RESULTADO;1422.6406498271622;TEMPO;3906;REPETICAO;11
REAL1;RESULTADO;1443.853783776264;TEMPO;1829;REPETICAO;11
REAL2;RESULTADO;1351.9368425221887;TEMPO;4062;REPETICAO;12
REAL1;RESULTADO;1383.9096634945395;TEMPO;1907;REPETICAO;12
REAL2;RESULTADO;1339.03508056628;TEMPO;3390;REPETICAO;13
REAL1;RESULTADO;1337.6844886063132;TEMPO;1891;REPETICAO;13
REAL2;RESULTADO;1355.4962681303891;TEMPO;3282;REPETICAO;14
REAL1;RESULTADO;1417.0672734113814;TEMPO;1809;REPETICAO;14
REAL1;RESULTADO;1403.768108219623;TEMPO;1656;REPETICAO;15
REAL2;RESULTADO;1341.871782326914;TEMPO;4239;REPETICAO;15
REAL2;RESULTADO;1397.9922502288323;TEMPO;3891;REPETICAO;16
REAL1;RESULTADO;1337.6600546502564;TEMPO;1860;REPETICAO;16
REAL1;RESULTADO;1294.823704115785;TEMPO;2047;REPETICAO;17
REAL2;RESULTADO;1395.700068909152;TEMPO;3344;REPETICAO;17
REAL2;RESULTADO;1399.2353089755456;TEMPO;3442;REPETICAO;18
REAL1;RESULTADO;1436.5027017919094;TEMPO;2547;REPETICAO;18
REAL2;RESULTADO;1412.0645107074474;TEMPO;3375;REPETICAO;19
REAL1;RESULTADO;1381.1304646321014;TEMPO;1875;REPETICAO;19
REAL1;RESULTADO;1406.9422090922537;TEMPO;1724;REPETICAO;20
REAL2;RESULTADO;1342.938553580951;TEMPO;3313;REPETICAO;20
REAL1;RESULTADO;1426.950912100121;TEMPO;1797;REPETICAO;21
REAL2;RESULTADO;1345.1507652580865;TEMPO;3302;REPETICAO;21
REAL1;RESULTADO;1388.1073525317117;TEMPO;1734;REPETICAO;22
REAL2;RESULTADO;1324.1897757310328;TEMPO;5032;REPETICAO;22
REAL2;RESULTADO;1352.0224642958497;TEMPO;3406;REPETICAO;23
REAL1;RESULTADO;1417.7133277580642;TEMPO;1763;REPETICAO;23
REAL2;RESULTADO;1366.884781035891;TEMPO;3329;REPETICAO;24
REAL1;RESULTADO;1391.3879997093024;TEMPO;1859;REPETICAO;24
REAL1;RESULTADO;1368.742674476938;TEMPO;1719;REPETICAO;25
REAL2;RESULTADO;1403.2765173089101;TEMPO;3357;REPETICAO;25
REAL1;RESULTADO;1377.7093943567643;TEMPO;1719;REPETICAO;26
REAL2;RESULTADO;1355.672506238788;TEMPO;3312;REPETICAO;26
REAL2;RESULTADO;1262.048678049236;TEMPO;4629;REPETICAO;27
REAL1;RESULTADO;1407.7980259882431;TEMPO;1735;REPETICAO;27
REAL2;RESULTADO;1376.1032983197542;TEMPO;3328;REPETICAO;28
REAL1;RESULTADO;1413.277855460818;TEMPO;1813;REPETICAO;28
REAL1;RESULTADO;1388.8384892606737;TEMPO;1687;REPETICAO;29
REAL2;RESULTADO;1276.2259453635063;TEMPO;3454;REPETICAO;29
REAL2;RESULTADO;1384.5703641466307;TEMPO;4738;REPETICAO;30
REAL1;RESULTADO;1453.1501720112237;TEMPO;2390;REPETICAO;30
